Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIR	90mDIR	60mDIR	120mTEMP	10mTEMP	PRESS
020114	0000	4.81	0.58	4.44	0.57	3.68	0.59	2.77	0.51	2.24	0.51	30	39	30.938	24.69	24.57	1001.79
020114	0010	4.23	0.55	4.13	0.50	3.41	0.53	2.54	0.72	1.78	0.46	25	34	23.906	24.69	24.57	1001.79
020114	0020	4.88	0.73	4.42	0.57	3.64	0.46	2.51	0.56	1.58	0.58	25	32	23.906	24.57	24.57	1001.79
020114	0030	4.60	0.52	4.29	0.53	3.27	0.68	2.21	0.56	1.52	0.60	24	32	22.5	24.57	24.44	1001.79
020114	0040	4.38	0.51	4.19	0.46	3.20	0.65	1.82	0.68	1.10	0.66	14	25	16.875	24.44	24.32	1001.72
020114	0050	4.30	0.62	3.85	0.82	2.71	0.88	1.75	0.60	1.39	0.53	11	20	11.25	24.32	24.20	1001.57
020114	0100	4.79	0.74	4.64	0.80	3.61	0.90	2.54	0.70	1.84	0.60	18	28	21.094	24.44	24.20	1001.42
020114	0110	4.33	0.69	4.23	0.59	3.27	0.68	2.10	0.64	1.23	0.53	18	25	16.875	24.32	24.08	1001.20
020114	0120	3.19	0.87	3.03	0.88	2.68	0.54	1.61	0.45	1.15	0.67	6	14	7.031	24.20	23.96	1001.20
020114	0130	4.26	0.89	3.79	1.13	2.92	0.83	2.28	0.71	1.75	0.50	15	21	12.656	24.08	23.96	1001.13
020114	0140	4.94	0.40	4.73	0.29	3.92	0.29	2.59	0.58	1.44	0.55	18	27	19.688	24.08	23.71	1001.06
020114	0150	5.56	0.83	5.00	0.73	3.59	0.81	2.28	0.51	1.34	0.49	18	28	16.875	24.08	23.71	1001.06
020114	0200	5.81	0.63	5.37	0.52	4.47	0.53	3.39	0.51	2.41	0.56	27	37	28.125	23.96	23.59	1001.06
020114	0210	5.42	0.60	5.05	0.53	3.97	0.59	2.56	0.60	1.76	0.76	20	28	22.5	23.96	23.59	1001.06
020114	0220	3.94	1.58	3.90	1.47	3.56	0.89	2.53	0.87	1.83	0.73	6	13	5.625	23.83	23.35	1000.91
020114	0230	3.66	0.63	3.52	0.69	4.48	0.54	3.64	0.41	2.52	0.38	357	1	352.969	23.71	23.47	1000.84
