Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIR	90mDIR	60mDIR	120mTEMP	10mTEMP	PRESS
040114	0000	5.53	0.39	4.95	0.41	4.07	0.37	2.71	0.25	1.48	0.23	270.00	283.00	279.84	28.47	27.86	998.49
040114	0010	5.85	0.36	5.14	0.49	4.23	0.38	2.95	0.38	1.48	0.31	274.00	285.00	282.66	28.35	27.86	998.35
040114	0020	5.77	0.33	5.19	0.48	4.23	0.37	2.92	0.41	1.73	0.45	273.00	285.00	279.84	28.35	27.74	998.20
040114	0030	5.44	0.51	4.90	0.48	4.10	0.47	2.85	0.31	1.66	0.31	269.00	280.00	275.63	28.35	27.86	998.05
040114	0040	5.32	0.36	4.78	0.38	3.99	0.29	2.88	0.25	1.81	0.35	262.00	271.00	264.38	28.35	27.86	997.98
040114	0050	6.20	0.69	5.43	0.77	4.55	0.76	3.42	0.82	2.16	0.69	257.00	267.00	258.75	28.35	27.86	997.91
040114	0100	6.12	0.52	5.54	0.66	4.68	0.56	3.58	0.66	2.73	0.55	255.00	264.00	257.34	28.23	27.86	997.69
040114	0110	5.44	0.63	4.83	0.52	4.10	0.48	3.11	0.43	2.23	0.42	257.00	267.00	258.75	28.11	27.86	997.47
040114	0120	6.19	0.40	5.59	0.52	4.62	0.60	3.34	0.56	2.50	0.52	262.00	273.00	267.19	27.98	27.86	997.32
040114	0130	6.59	0.42	5.74	0.45	4.79	0.42	3.72	0.51	2.86	0.41	263.00	274.00	270.00	27.98	27.86	997.10
040114	0140	6.85	0.36	6.10	0.53	5.04	0.50	3.93	0.42	3.10	0.40	264.00	276.00	271.41	27.98	27.86	996.95
040114	0150	7.07	0.40	6.51	0.52	5.30	0.60	4.12	0.50	3.06	0.37	266.00	277.00	271.41	27.98	27.74	996.88
040114	0200	6.62	0.59	6.09	0.61	5.28	0.52	4.32	0.47	3.36	0.51	269.00	280.00	275.63	27.98	27.74	996.81
040114	0210	5.77	0.34	5.11	0.42	4.30	0.47	3.53	0.51	2.75	0.55	273.00	285.00	281.25	27.98	27.74	996.66
040114	0220	6.08	0.56	5.38	0.63	4.24	0.49	3.11	0.48	2.13	0.32	274.00	287.00	285.47	27.98	27.62	996.59
040114	0230	6.43	0.47	5.66	0.55	4.74	0.53	3.77	0.50	2.86	0.45	276.00	287.00	282.66	27.98	27.74	996.37
040114	0240	6.09	0.55	5.30	0.58	4.43	0.47	3.41	0.47	2.65	0.42	273.00	285.00	281.25	27.86	27.74	996.15
040114	0250	6.21	0.42	5.43	0.50	4.41	0.53	3.34	0.43	2.14	0.41	276.00	288.00	286.88	27.98	27.74	996.08
040114	0300	6.48	0.41	5.81	0.40	4.95	0.41	3.49	0.57	2.38	0.52	273.00	287.00	284.06	27.98	27.62	996.08
040114	0310	6.83	0.45	5.92	0.49	4.95	0.47	3.83	0.46	2.65	0.47	273.00	284.00	281.25	27.98	27.62	996.08
040114	0320	6.05	0.60	5.26	0.54	4.34	0.42	3.31	0.48	2.17	0.49	273.00	284.00	281.25	27.86	27.37	996.08
040114	0330	5.38	0.60	4.70	0.58	3.85	0.48	2.61	0.35	1.52	0.52	274.00	285.00	281.25	27.86	27.37	996.08
040114	0340	4.58	0.49	4.02	0.56	3.27	0.48	2.18	0.38	0.87	0.75	274.00	288.00	285.47	27.62	27.37	996.08
040114	0350	4.33	0.47	3.72	0.57	2.86	0.47	1.60	0.75	0.43	0.43	280.00	293.00	292.50	27.62	27.37	996.15
040114	0400	3.34	0.63	2.65	0.59	1.79	0.70	0.37	0.31	0.39	0.37	285.00	301.00	306.56	27.50	27.25	996.15
040114	0410	2.43	0.52	1.86	0.57	1.11	0.25	0.31	0.00	0.30	0.10	273.00	285.00	292.50	27.37	27.13	996.22
040114	0420	1.78	0.67	1.50	0.59	1.09	0.27	0.35	0.25	0.86	0.66	276.00	291.00	292.50	27.37	26.64	996.30
040114	0430	2.18	0.48	1.90	0.52	1.15	0.47	0.31	0.00	0.78	0.55	270.00	278.00	279.84	27.37	25.91	996.30
040114	0440	2.14	0.36	1.92	0.47	1.21	0.63	0.31	0.00	0.83	0.60	264.00	277.00	277.03	27.25	25.66	996.37
