Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIR	90mDIR	60mDIR	120mTEMP	10mTEMP	PRESS
050214	0940	2.24	0.84	2.32	0.95	1.94	0.95	1.41	0.86	1.50	0.83	346.00	0.00	355.78	31.52	31.04	998.27
050214	0950	3.24	0.76	3.11	0.75	2.82	0.90	2.51	0.88	2.45	0.65	11.00	23.00	18.28	31.52	31.40	998.20
050214	1000	3.02	0.83	2.92	0.89	2.56	1.04	2.52	0.71	2.29	0.68	10.00	18.00	14.06	31.65	31.52	998.05
050214	1010	2.87	0.86	2.99	0.72	2.86	0.82	2.65	0.79	2.36	0.89	24.00	42.00	40.78	31.77	31.89	997.91
050214	1020	2.65	0.93	2.70	1.18	2.73	1.49	2.96	1.40	2.61	1.51	353.00	6.00	8.44	32.13	32.26	997.91
050214	1030	3.36	1.08	3.09	1.58	2.79	1.52	2.50	1.27	2.38	1.22	8.00	18.00	7.03	32.26	32.01	997.91
050214	1040	3.50	0.72	3.51	0.67	3.46	0.66	3.42	0.71	3.38	0.74	46.00	58.00	50.63	31.89	32.26	997.83
050214	1050	2.48	1.01	2.14	0.91	1.94	1.00	1.83	0.93	1.75	0.98	52.00	79.00	74.53	31.89	32.74	997.69
050214	1100	3.23	1.10	2.93	1.24	2.76	0.95	2.25	1.04	1.96	0.93	15.00	23.00	16.88	32.26	32.74	997.54
050214	1110	3.50	1.01	3.20	1.45	3.33	1.21	2.90	1.45	2.84	1.41	34.00	41.00	30.94	32.38	32.87	997.39
050214	1120	2.21	0.93	2.09	1.07	2.53	0.76	2.07	0.69	1.80	0.83	35.00	59.00	63.28	32.26	32.99	997.32
050214	1130	1.20	0.49	1.12	0.69	0.93	0.84	0.92	0.86	1.17	0.77	10.00	76.00	94.22	32.74	32.99	997.17
050214	1140	2.81	0.65	2.57	0.78	2.05	1.06	1.68	1.10	1.53	1.01	68.00	80.00	82.97	32.50	33.23	997.10
050214	1150	3.25	0.81	3.42	0.77	3.30	0.84	3.03	1.24	2.69	1.76	53.00	66.00	64.69	32.01	32.87	997.03
050214	1200	2.45	0.94	2.46	1.01	2.30	1.28	2.02	1.29	1.83	1.20	52.00	63.00	70.31	31.16	31.28	997.10
050214	1210	1.85	0.67	2.28	0.70	2.38	0.86	2.77	0.75	2.71	0.87	35.00	49.00	53.44	30.43	30.06	996.95
050214	1220	1.14	0.55	1.05	0.55	0.62	0.72	0.58	0.66	0.64	0.75	24.00	6.00	15.47	30.55	29.69	996.81
050214	1230	7.12	2.98	7.34	3.16	7.42	3.46	6.77	2.99	5.88	2.39	73.00	89.00	81.56	30.30	29.45	996.88
050214	1240	11.52	1.70	11.53	1.39	11.71	2.11	12.39	1.47	10.68	1.67	87.00	103.00	99.84	28.96	27.13	996.66
050214	1250	7.42	1.22	6.37	1.03	7.60	1.35	8.97	1.37	7.68	1.15	104.00	124.00	123.75	27.86	25.54	997.17
050214	1300	6.23	0.78	6.36	0.51	6.55	0.71	6.35	0.71	5.22	0.86	117.00	125.00	116.72	26.76	24.81	997.39
050214	1310	6.37	0.64	6.19	0.60	5.86	0.63	5.23	0.73	4.59	0.58	136.00	150.00	142.03	25.66	25.05	997.17
050214	1320	3.98	0.77	4.26	1.02	5.02	0.96	5.57	0.50	4.64	0.66	127.00	156.00	161.72	26.15	24.81	996.81
050214	1330	1.64	0.72	1.84	0.72	3.35	0.47	4.35	0.61	3.48	0.60	139.00	181.00	194.06	27.62	25.42	996.37
050214	1340	2.48	0.67	3.65	0.61	4.64	0.59	4.02	0.62	3.33	0.62	195.00	207.00	203.91	27.74	25.54	996.08
050214	1350	3.54	0.51	4.44	0.46	5.45	0.50	4.76	0.49	3.90	0.52	179.00	195.00	194.06	27.62	25.79	995.93
050214	1400	3.42	0.59	4.12	0.89	5.33	0.63	4.54	0.92	3.83	0.85	172.00	191.00	198.28	28.35	26.15	995.86
050214	1410	2.60	0.47	3.10	0.53	4.18	0.31	3.10	0.51	2.61	0.52	135.00	177.00	189.84	29.08	26.40	995.49
050214	1420	2.69	0.65	2.83	0.51	3.02	0.96	2.59	0.66	2.03	0.75	128.00	167.00	175.78	28.84	26.89	994.98
050214	1430	3.21	0.57	2.79	0.42	2.52	0.42	2.24	0.38	2.01	0.45	117.00	145.00	156.09	28.59	27.37	994.83
050214	1440	3.30	0.42	2.92	0.41	2.84	0.47	2.64	0.35	2.46	0.38	117.00	146.00	154.69	28.59	27.86	994.83
050214	1450	2.73	0.36	2.30	0.40	2.31	0.46	2.30	0.37	2.18	0.41	122.00	158.00	165.94	28.59	28.47	994.68
050214	1500	3.03	0.78	2.66	0.67	2.68	0.65	2.28	0.42	1.98	0.42	122.00	145.00	147.66	28.96	29.94	994.32
050214	1510	3.84	0.83	3.21	1.03	3.42	0.91	3.54	0.70	3.12	0.66	100.00	120.00	116.72	29.20	30.79	994.17
050214	1520	3.91	1.06	3.54	1.01	3.58	0.90	3.74	0.95	3.64	0.82	114.00	129.00	120.94	29.45	31.04	994.24
