Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIR	90mDIR	60mDIR	120mTEMP	10mTEMP	PRESS
080115	00:00	7.91	0.84	7.42	0.86	6.71	0.84	5.77	0.65	5.16	0.72	255.00	270.00	258.75	27.25	27.37	998.86
080115	00:10	8.48	0.54	8.07	0.64	7.24	0.74	6.31	0.72	5.55	0.70	253.00	269.00	258.75	27.25	27.25	998.86
080115	00:20	8.67	0.89	7.88	1.02	7.01	1.00	6.14	1.00	5.37	0.84	255.00	270.00	262.97	27.13	27.25	998.71
080115	00:30	8.49	0.76	8.10	0.78	7.12	0.93	5.97	0.90	5.18	0.83	256.00	271.00	261.56	27.13	27.13	998.64
080115	00:40	9.03	0.83	8.45	0.99	7.38	0.94	6.36	0.99	5.68	0.99	256.00	271.00	262.97	27.01	27.01	998.49
080115	00:50	9.04	1.02	8.48	1.14	7.53	0.96	6.56	1.03	5.73	0.90	257.00	273.00	262.97	27.01	27.13	998.35
080115	01:00	9.20	0.96	8.54	0.87	7.65	0.86	6.79	0.87	6.03	0.91	257.00	273.00	264.38	26.89	27.01	998.42
080115	01:10	9.02	0.96	8.47	1.07	7.52	0.95	6.57	1.01	5.80	0.90	256.00	271.00	261.56	26.89	26.89	998.35
080115	01:20	8.76	0.95	8.19	0.91	7.23	0.85	6.09	1.04	5.48	0.87	256.00	271.00	261.56	26.89	26.89	998.27
080115	01:30	9.19	1.00	8.58	1.00	7.72	1.09	6.79	0.92	6.10	1.02	256.00	273.00	262.97	26.76	27.01	998.20
080115	01:40	9.44	0.98	8.76	1.03	7.87	1.10	6.80	1.21	6.22	1.15	257.00	274.00	264.38	26.76	26.76	997.98
080115	01:50	9.45	0.74	8.93	0.82	8.17	0.78	7.23	0.94	6.57	0.98	259.00	276.00	265.78	26.76	26.76	997.91
080115	02:00	9.43	0.84	8.82	1.00	7.77	1.13	6.99	1.10	6.17	1.03	257.00	274.00	264.38	26.64	26.76	997.83
080115	02:10	8.91	0.88	8.28	0.89	7.32	0.84	6.06	0.79	5.34	0.75	259.00	276.00	264.38	26.64	26.76	997.83
080115	02:20	8.83	0.80	8.08	0.88	6.98	0.91	5.81	0.79	5.12	0.80	259.00	276.00	265.78	26.52	26.64	997.69
080115	02:30	9.33	0.95	8.61	0.97	7.65	0.91	6.36	1.03	5.57	1.06	262.00	278.00	267.19	26.52	26.64	997.61
080115	02:40	8.72	0.76	8.06	0.71	7.06	0.83	6.13	0.70	5.43	0.86	263.00	280.00	270.00	26.64	26.52	997.61
080115	02:50	9.11	0.96	8.37	0.96	7.35	0.98	6.25	1.05	5.30	0.97	262.00	276.00	265.78	26.64	26.64	997.47
080115	03:00	9.05	0.82	8.42	0.85	7.21	0.75	6.05	0.83	5.28	0.90	263.00	277.00	268.59	26.64	26.64	997.39
080115	03:10	8.81	0.87	8.30	0.85	7.36	0.84	6.23	0.82	5.29	0.80	264.00	280.00	270.00	26.64	26.64	997.32
080115	03:20	8.25	0.76	7.77	0.86	6.91	0.84	5.71	0.74	4.97	0.81	264.00	280.00	271.41	26.52	26.64	997.25
080115	03:30	8.77	0.95	8.06	1.01	7.11	0.99	5.94	0.88	5.01	0.89	263.00	280.00	270.00	26.52	26.52	997.32
080115	03:40	8.99	1.03	8.10	1.22	7.03	1.04	6.07	1.14	5.38	1.02	266.00	281.00	271.41	26.52	26.52	997.25
080115	03:50	9.17	0.88	8.43	0.88	7.40	0.78	6.01	0.82	4.95	0.82	264.00	283.00	272.81	26.64	26.52	997.17
080115	04:00	9.39	0.81	8.69	0.85	7.37	0.82	6.36	0.70	5.50	0.88	264.00	281.00	271.41	26.64	26.52	997.25
080115	04:10	9.14	0.74	8.54	0.87	7.35	0.88	6.29	0.96	5.45	0.91	266.00	281.00	272.81	26.64	26.64	997.25
080115	04:20	8.91	0.76	8.20	0.88	7.24	0.84	6.11	1.02	5.35	0.93	262.00	278.00	270.00	26.64	26.64	997.25
080115	04:30	8.84	0.84	8.28	0.94	7.15	0.84	6.02	0.77	5.18	0.81	264.00	281.00	271.41	26.52	26.52	997.17
080115	04:40	8.57	0.80	7.94	0.83	6.94	0.89	5.96	0.87	5.22	0.83	264.00	280.00	271.41	26.52	26.40	997.17
080115	04:50	8.17	1.00	7.39	0.79	6.59	0.74	5.53	0.93	4.88	1.14	264.00	281.00	271.41	26.40	26.40	997.17
080115	05:00	8.18	0.79	7.40	0.86	6.32	0.90	5.26	0.84	4.64	0.77	266.00	281.00	271.41	26.40	26.27	997.25
080115	05:10	8.50	0.89	7.81	1.00	6.61	0.85	5.12	0.76	4.21	0.61	266.00	281.00	274.22	26.40	26.40	997.32
080115	05:20	8.78	0.68	8.20	0.80	7.04	0.74	5.88	0.83	4.89	0.84	267.00	284.00	275.63	26.40	26.40	997.39
080115	05:30	8.88	0.78	7.99	0.99	6.79	0.91	5.56	0.77	4.75	0.66	269.00	284.00	277.03	26.40	26.27	997.47
080115	05:40	8.82	0.81	8.21	0.99	7.37	0.95	6.15	0.91	5.03	0.81	270.00	285.00	277.03	26.40	26.27	997.61
080115	05:50	7.97	0.88	7.41	1.00	6.78	1.08	6.05	1.33	4.95	1.13	271.00	288.00	279.84	26.40	26.40	997.69
080115	06:00	7.42	0.75	6.61	0.85	5.61	0.87	4.51	0.75	3.66	0.66	270.00	285.00	277.03	26.52	26.27	997.69
080115	06:10	6.68	0.61	6.10	0.60	5.14	0.61	4.16	0.58	3.35	0.55	266.00	283.00	274.22	26.52	26.27	997.91
080115	06:20	6.85	0.77	6.36	0.89	5.58	0.80	4.24	0.81	3.32	0.75	264.00	280.00	271.41	26.52	26.27	997.91
080115	06:30	6.40	0.72	5.95	0.82	5.05	0.74	4.13	0.79	3.26	0.80	266.00	281.00	271.41	26.52	26.40	998.05
080115	06:40	6.02	0.69	5.53	0.69	4.66	0.57	3.38	0.56	2.59	0.53	264.00	280.00	270.00	26.52	26.40	998.05
080115	06:50	6.25	0.52	5.72	0.63	4.85	0.59	3.81	0.61	2.90	0.61	263.00	277.00	267.19	26.64	26.52	998.20
080115	07:00	6.45	0.55	5.90	0.60	4.97	0.65	3.73	0.63	3.15	0.52	264.00	280.00	270.00	26.76	26.64	998.35
080115	07:10	6.19	0.64	5.78	0.78	5.03	0.68	4.11	0.72	3.36	0.66	264.00	280.00	271.41	26.89	26.89	998.49
080115	07:20	5.98	0.53	5.64	0.72	5.24	0.74	4.25	0.65	3.74	0.68	260.00	277.00	267.19	27.01	27.13	998.49
080115	07:30	6.24	0.56	5.89	0.72	5.21	0.71	4.59	0.79	4.31	0.85	262.00	276.00	264.38	27.25	27.62	998.64
080115	07:40	5.82	0.83	5.55	0.62	5.14	0.69	4.61	0.86	4.32	0.82	260.00	277.00	267.19	27.37	27.74	998.79
080115	07:50	5.31	0.77	5.17	0.87	4.93	0.87	4.32	0.83	3.93	0.81	260.00	276.00	267.19	27.37	27.86	998.93
080115	08:00	5.72	0.59	5.55	0.69	5.15	0.58	4.55	0.67	4.20	0.68	262.00	277.00	267.19	27.62	27.98	999.01
080115	08:10	4.99	0.76	5.23	0.85	5.24	0.80	4.87	0.69	4.51	0.79	259.00	274.00	262.97	27.86	28.23	999.15
080115	08:20	4.28	0.54	4.50	0.63	4.36	0.69	4.05	0.49	3.64	0.61	267.00	281.00	272.81	28.35	28.59	999.30
080115	08:30	4.52	0.87	4.87	0.79	4.91	0.72	4.63	0.73	4.40	0.75	271.00	288.00	282.66	28.72	28.96	999.44
080115	08:40	4.71	0.67	4.80	0.76	4.56	0.62	4.16	0.54	3.90	0.65	270.00	287.00	278.44	28.96	29.45	999.44
080115	08:50	4.55	0.71	4.70	0.67	4.50	0.73	4.06	0.77	3.83	0.82	269.00	283.00	275.63	29.33	29.94	999.44
