Date	Time	120mWS	120mSD	90mWS	90mSD	60mWS	60mSD	30mWS	30mSD	10mWS	10mSD	120mDIr	90mDIR	60mDIR	120mTemp10mTempPress
120113	0900	5.13	0.68	5.04	0.63	4.72	0.64	4.24	0.66	3.51	0.79	23.00	32.00	0.00	25.54	25.54	1.00
120113	0910	4.29	0.55	4.27	0.63	4.04	0.58	3.67	0.72	2.88	0.72	28.00	39.00	0.00	25.66	25.66	1.00
120113	0920	4.98	0.59	4.70	0.85	4.58	0.86	4.25	0.79	3.54	0.94	30.00	42.00	0.00	25.91	25.91	1.00
120113	0930	5.04	0.52	4.73	0.65	4.30	0.74	4.07	0.65	3.46	0.78	32.00	44.00	0.00	25.91	25.91	1.00
120113	0940	4.90	0.64	4.76	0.57	4.62	0.49	4.27	0.67	3.65	0.63	30.00	41.00	0.00	25.91	26.03	1.00
120113	0950	4.66	0.83	4.36	1.05	4.08	0.94	3.84	0.75	3.18	0.75	25.00	38.00	0.00	26.27	26.27	1.00
120113	1000	4.88	0.85	4.76	0.83	4.61	0.64	4.39	0.69	3.72	0.85	24.00	37.00	0.00	26.40	26.40	1.00
120113	1010	4.99	0.66	5.13	0.67	4.84	0.93	4.56	1.17	3.51	1.19	21.00	30.00	0.00	26.52	26.52	1.00
120113	1020	4.57	0.87	4.40	1.02	3.97	1.08	3.75	0.98	3.21	0.86	20.00	31.00	0.00	26.89	26.89	1.00
120113	1030	5.68	1.07	5.62	1.00	5.25	1.11	5.18	1.14	4.21	1.29	21.00	30.00	0.00	27.25	27.13	1.00
120113	1040	6.25	0.98	5.79	1.27	5.42	1.48	5.14	1.20	4.66	1.03	23.00	34.00	0.00	27.01	27.01	1.00
120113	1050	5.78	1.12	5.73	1.23	5.37	1.40	5.20	1.28	4.67	1.13	23.00	32.00	0.00	27.50	27.50	1.00
120113	1100	6.98	0.73	7.18	0.77	6.73	0.77	6.12	1.06	5.21	1.00	30.00	42.00	0.00	27.50	27.50	1.00
120113	1110	5.61	0.91	5.54	1.01	5.25	1.03	5.01	0.92	4.36	0.87	25.00	38.00	0.00	27.50	27.62	1.00
120113	1120	6.31	0.90	6.17	1.12	5.92	1.02	5.44	0.86	4.55	0.90	34.00	45.00	0.00	27.62	27.50	1.00
120113	1130	6.44	1.04	6.42	1.03	6.02	0.85	5.56	1.05	4.91	1.08	37.00	45.00	0.00	27.37	27.62	1.00
120113	1140	7.32	0.95	7.21	1.02	6.50	1.07	5.99	1.15	5.19	1.17	34.00	45.00	0.00	27.50	27.74	1.00
120113	1150	6.71	0.93	6.65	1.01	6.50	0.82	5.90	0.91	5.06	1.12	32.00	46.00	0.00	27.62	27.74	1.00
120113	1200	6.38	0.80	6.36	0.78	5.97	0.82	5.45	1.04	4.75	1.00	35.00	46.00	0.00	27.62	27.62	1.00
120113	1210	6.26	0.55	6.30	0.65	6.15	0.71	5.86	0.84	5.03	0.97	44.00	58.00	0.00	27.37	27.50	1.00
120113	1220	6.41	0.69	6.49	0.76	5.96	0.86	5.54	0.92	4.77	0.94	31.00	44.00	0.00	27.37	27.50	1.00
120113	1230	6.45	0.62	6.49	0.66	6.26	0.63	5.92	0.81	5.14	0.90	38.00	48.00	0.00	27.37	27.37	1.00
120113	1240	6.39	0.67	6.36	0.66	6.03	0.63	5.60	0.83	4.78	0.90	41.00	52.00	0.00	27.37	27.37	1.00
120113	1250	6.39	0.57	6.55	0.59	6.18	0.60	5.79	0.70	4.82	0.83	32.00	46.00	0.00	27.25	27.37	1.00
